@relation RetuersData_Test

@attribute text string
@attribute class {earn,acq}

@data'AB Astra ASTS.ST said it was proposing a two-for-one share split and the issue in June of a new series of foreign-targeted shares with lower voting rights as part of a strategy to internationalise the company.     The deal, which requires Swedish government approval, will raise the percentage of foreign voting rights allowed in the medical group to 22.5 pct from 20 pct, Astra said.     An extraordinary meeting of Astra\'s board proposed the creation of B free shares open to foreign buyers with one tenth of a voting right per share. At present, Astra stock consists of one series of restricted shares and one of free shares.  \n',earn
'Equiticorp Holdings Ltd EQUW.WE now owns or has received acceptances representing 59.93 pct of the issued ordinary share capital of Guinness Peat Group Plc GNSP.L, Equiticorp said in a statement.     Equiticorp\'s offer for Guinness Peat became unconditional on October 3, when it had 50.6 pct, and closed on October 17.  \n',acq
'Equiticorp Tasman Ltd (ETL) said it will offer 4.15 dlrs a share cash for all the issued capital of Monier Ltd MNRA.S, currently the subject of a 3.80 dlrs a share bid by CSR Ltd CSRA.S.     Alternatively, ETL will offer three shares plus 82 cents cash for each Monier share, it said in a statement.     As previously reported, ETL moved into the market for Monier shares last week, taking its stake to 13.7 pct by Friday.     It now holds 14.99 pct, the maximum allowed without Foreign Investment Review Board (FIRB) approval. ETL is classified as foreign because of its New Zealand base.     The ETL cash offer values Monier\'s issued capital of 156.28 mln shares at 649 mln dlrs, against 593 mln for the CSR bid.     Based on the current price of ETL shares of 1.05 dlrs, the alternative is worth 3.97 dlrs per share, but ETL said the value placed on its shares for the offer aproximates to the diluted asset backing of ETL as at March 31.     ETL said the offer will have no minimum acceptance conditions and will be subject to Australian foreign investment and U.S. Hart-Scott-Rodino anti-trust clearances.     ETL chairman Allan Hawkins said in the statement that the shareholding in Monier was a long term investment.     ETL and its Feltex International Ltd associate have targetted the building products sector as an area of expansion and Monier fits well with this aim, he added.     Monier chairman Bill Locke said in a separate statement that the independent directors of Monier intend to recommend acceptance of the ETL bid in the absence of a higher bid.     He also said Monier will not now proceed with the one-for-two bonus issue announced with its interim results on March 19 in view of the proposed takeover bids.     As previously reported, the CSR offer involves a complex put and call option deal with Monier\'s major shareholder, Redland Plc RDLD.L, which gives Redland the choice of accepting the CSR offer for its 49.8 pct stake or moving to 50.1 pct within six months of the bid closing.     CSR officials have made it clear that they see Redland taking the second option, resulting in the two companies running Monier as a joint venture.     CSR officials have also said they had no intention of raising the company\'s bid for Monier after ETL\'s intervention became public last week.  \n',acq
'Telefon AB L M Ericsson ERIC.ST said it would sell its office machinery unit, with a turnover of two billion crowns, to Norway\'s Norska Design Funktion A/S.     Ericsson Information Systems, of which the unit is a part, said in a statement a decision would be reached in November about when the Norwegian firm would take over the operation.     No price was given for the deal.     EIS managing director Stig Larsson said the deal would allow EIS to concentrate on voice and data communication products.   \n',acq
'Willis Faber Plc WIFL.L chairman and chief executive David Palmer said the company would consider any bid for its 20.8 pct shareholding in Morgan Grenfell Group Plc MGFL.L but had not yet received any offers.     \"We will entertain any approaches,\" he tolds in reply to questions, following U.K. Press speculation.     In an earlier statement, Faber said that if an offer were to be received for its stake in the merchant banking group, \"it would be considered on its merits.\"  \n',acq
'First of America Bank Corp said it acquired (Keystone Bancshares Inc) for 25 mln dlrs.     Keystone shareholders will receive 45 dlrs per Keystone share, payable in First of America convertible preferred stock having a dividend rate of nine pct.     Keystone has two affiliates with combined assets of 205 mln dlrs. First of America has 7.9 billion dlrs in assets.  \n',acq
'Fisher Foods Inc FHR said 5300 Richmond Road Corp, its largest shareholder, has not yet reached a definitive decision about whether it will buy more Fisher stock through a possible merger, tender offer or another acquisition proposal.     5300 is a Delaware corporation formed by American Seaways Foods Inc, Rini Holding Co and Rego Companies which owns 1.5 mln shares of Fisher, or about 44 pct of its outstanding common stock.     Fisher said 5300 had announced on April 20 that they would make a decision on June 1 about the move.     Fisher said 5300 also told it they will continue to explore possible advantages and disadvantages of various acquisition proposals.     5300 also said it is continuing to discuss with various financial groups about possible financing for such a move, but gave no indication of when any financing or proposal would be finalized, Fisher said.  \n',acq
'Forstman Little and Co said it plans to sell its Sybron Corp unit, a leading maker and marketer of dental and laboratory products, for an undisclosed sum.     Forstmann Little said it acquired Sybron in February 1986 and since that time Sybron has been substantially restructured, with new management, lower corporate overhead and a new location in Saddle Brook, N.J.     Fortsmann Little said Goldman Sachs and Co will act as its financial advisor for the move. It added that Sybron expects revenues for the current fiscal year of 242 mln dlrs with operating income of about 51 mln dlrs.  \n',acq
'The French Finance ministry said today a public flotation offer opening this coming Tuesday for 39 pct of the capital of Banque Industrielle et Mobiliere Privee (BIMP) has been set at 140 francs per share.     The offer closes next Friday. The ministry said in a statement 51 pct of the bank\'s capital had been sold to a solid core of large investors, including insurance companies and Michelin subsidiary SPIKA, for 145 pct of the public offer price. Ten pct of the shares have been reserved for employees, who get a five pct discount increased to 20 pct if they keep the shares for two years.     Employees also get one free share for each one bought, if the shares are held for at least one year.     Small investors would receive one free share for every 10 bought, with an upper limit of five free shares per investor, and on condition the shares are held for at least 18 months.     The state-owned capital of BIMP comprises 2.51 mln shares. The bank is being sold to the public as part of a sweeping programme to privatise 65 state-owned groups over five years.     In a separate statement, the ministry said last week\'s privatisation offer of 1.07 mln shares in Banque du Batiment et des Travaux Publics (BTP) was 65 times oversubscribed.  \n',acq
'The French government\'s privatisation program, which began late last year, has earned the French State about 52 billion francs to date, the Finance Ministry said.     Sources close to Finance Minister Edouard Balladur said the revenues raised from the privatisation program would be used in priority to pay off public debt, which stood at 398.2 billion at the end of 1986.     The Ministry said in a communique that the returns included banking group Societe Generale SGEN.PA, which began its two-week public flotation last Monday.     The government has carried out eight flotations, as well as the private sale of telephone group Cie Generale de Constructions Telephoniques (CGCT) since its denationalisation scheme began last December with the sell-off of glass makers Saint-Gobain SGEP.PA, it added.     The government has pledged to privatise 66 state-owned industrial, banking and insurance companies by 1991.     Other companies to be sold to the private sector in the near future are television network TF-1 later this month and banking group Cie Financiere de Suez FSPP.PA in the autumn.     The ministry said TF-1\'s forthcoming sell-off meant that a third of the government\'s programme would have been completed in less than nine months.     Balladur on Sunday rejected press and opposition charges that the share prices for privatised companies had been pitched too low.     He said that the average premium of shares trading on the Bourse was between 15 and 30 pct over their offer price. This compared with premiums of between 60 and 80 pct on similar share flotations in Britain.  \n',acq
'Fundamental Brokers Institutional Associates, a leading inter-dealer broker in U.S. government securities, said it has agreed to acquire certain assets of MKI Government Brokers Inc for undisclosed terms.     Acquisition documents have been signed and are being held in escrow pending the receipt of certain consents, it said.     In conjunction with the sale of assets, MKI has ceased brokering treasury bills, notes and bonds, Fundamental said.     Industry sources tolds yesterday that Fundamental was close to acquiring the government securities brokerage division of MKI, a major broker of corporate bonds.     Fundamental said it intends to use the facilities formerly used by MKI to provide a new block brokering service in the most active Treasury issues.     By separating the execution of wholesale trades from the heavy volume of smaller lots, large-scale transactions will be facilitated, the company said.     \"The new system is expected to substantially enhance the liquidity and effiency of markets,\" Fundamental said.     The wholesale brokering service will begin on or around April 20.  \n',acq
'Holding company Gemina Spa said it had no comment on an Italian press report today that it has acquired a 12 pct stake in Nuovo Banco Ambrosiano Spa.     Italian daily La Repubblica said that Gemina paid 205 billion lire for the shareholding from several Italian banks. A Gemina spokeswoman tolds, \"We have nothing to say about the report.\"     A spokeswoman for Milan-based Ambrosiano said, \"We have no information at this time.\" In February, Ambrosiano chairman Giovanni Bazoli said foreign and domestic firms have expressed interest in buying stakes in the bank.     \n',acq
'Glynwed International Plc GLYN.L said it had bought all the issued shares of two companies belonging to Gallaher Ltd, a subsidiary of American Brands Inc AMB, in a deal worth around 14 mln stg.     The full names of the companies purchased from Gallaher are Formatura Iniezione Polimeri Spa, Genoa and FIP U.K. Ltd, Weybridge.     Consideration for the purchases, which will be based on the net asset values per share of the companies, has yet to be finalised but some nine mln stg of the total represents debt assumed by Glynwed.     FIP is a manufacturer of valves and other pressure pipe fittings in thermoplastics. Its products are complementary to those of Glynwed subsidiaries, Durapipe U.K. And Philmac.     The acquisitions appreciably develop and strengthen Glynwed\'s strategic position in the thermoplastic pipework systems market.     The sale by Gallaher reflects a decision to dispose of more peripheral businesses. Proceeds of the sale will be used in the continuing expansion of the Gallaher group. Glynwed shares were up 5p to 494 after the announcement. Gallaher is not quoted on the London Stock Exchange.  \n',acq
'Goodman Fielder Ltd GOOW.S of Australia said in a statement that it had acquired 31 mln ordinary shares in Ranks Hovis McDougall Plc RHML.L (RHM), bringing its stake in the company to 29.9 pct or 101 mln ordinary shares.     Goodman said it has no intention of making a full bid for the company and would not contemplate doing so over the next six months in the absence of a material change in the circumstances of Ranks.     RHM said it regards the stake build-up as a hostile move which is unwelcome and not in the long term interest of shareholders.  \n',acq
'The New Zealand Government will sell 25 pct of state-owned Air New Zealand Ltd to the public, Civil Aviation minister Richard Prebble said.     Prebble said in a statement the government would appoint an adviser to help it decide how the shares should be sold, the timing of any sales and the price.     \"Clearly there will be a need to gauge the effect of other proposed share issues so as to enter the market at the best opportunity,\" Prebble said.     \"We are in no particular rush to sell our shares in Air New Zealand,\" he said.     \"Our aim is to maximise the benefit to the taxpayer. If that means waiting for a while, then so be it,\" Prebble said.     He said Air New Zealand expects to release its results soon for the year to March 31 1987. He said he was confident it would post an excellent profit.     Prebble said Air New Zealand was successful but its ability to prosper in future was hampered by its wholly-government-owned status.     Prebble said access to new sources of capital would increase its ability to expand and develop.     This sale announcement follows the public float in March of around 13 pct of the Bank of New Zealand Ltd.     The government has said it will also float part of the capital of other state-owned operations, including DFC New Zealand Ltd, formerly Development Finance Corp of New Zealand Ltd, and Petroleum Corp of New Zealand Ltd.  \n',acq
'Greyhound Lines said it agreed to acquire the routes of Trailways Corp.     Greyhound said it had petitioned the Interstate Commerce Commission for authority to acquire and operate Trailways\' routes, 450 of its 1200 buses and some of its terminals and garages.     Trailways has abandoned all service in seven states in the past year and more than half of its sevice in three other states, the company said.     \"Without intervention, the collaspe of Trailways is imminent,\" said Fred Currey, chairman and president of Greyhound.  \n',acq
'Guinness Plc GUIN.L said it has completed the sale of subsidiaries Martin CTN Group Plc and Drummonds Pharmacy Group Plc.     Total consideration was 232.6 mln stg, subject to adjustment on final audit, which is expected to add 12 mln stg, Guinness said.     Martins has been sold to Panfida Ltd an Australian investment company, and Drummonds to Macarthy Plc.  \n',acq
'Hepworth Ceramic Holdings Plc HEPC.L said it had agreed to sell its Western Plastics Corp unit to Globe Machine Manufacturing Co for 16.25 mln dlrs cash.     Western, which makes polystyrene foam and container products, has net assets of 19.3 mln dlrs and reported a 1986 pre-tax profit of 0.9 mln.     The proceeds of the sale would be used to reduce borrowings and develop activities in the U.K.     Hepworth shares eased 0.5p on the announcement to 227.5p.  \n',acq
'Hillsdown Holdings Plc HLDN.L said its Christie-Tyler Ltd unit would buy the European bedding making interests of Simmons Co U.S.A., Owned by Gulf and Western Industries Inc USA GW, for 23 mln dlrs.     The acquisitions include Sleepeeze Ltd in the U.K., Compagnie Continentale Simmons SA in France and Compagnia Italiana Simmons SpA in Italy.     In 1986 the three businesses made pre-tax profit of around 2.5 mln stg on sales of 39 mln stg. Net assets being acquired come to around nine mln stg.     Hillsdown shares were unchanged at 266p.  \n',acq
'Hoechst Celanese Corp said it sent propsective customers a confidential report describing its polyester textile fiber facilities in North Carolina and South Carolina.     The company did not disclose any prices.     The report describes the facilities in Darlington County, S.C., and Fayetteville, N.C., the company said. The report also decribes related manufacturing, marketing, administrative and technical resources that could be made avialable to a buyer.     Hoechst Celanese was formed Feb 27 by the merger of Celanese Corp and American Hoechst Corp. The merger took place after an agreement was reached with the Federal Trade Commission that certain domestic polyester textile fiber assets of the combined companies would be divested, it said.     Hoechst Celanese said it has the option of divesting either the South Carolina facilities of the former American Hoechst or a package of polyester textile fiber facilities of the former Celanese.  \n',acq
'Industrial Equity (Pacific) Ltd, (IEP) the Hong Kong-listed unit of Brierley Investments Ltd BRYA.WE, said it has lifted its stakes in British oil company Ultramar Plc UMAR.L and U.S. Firm Ogelbay Norton Co.     IEP told the Stock Exchange it now holds 36.03 mln Ultramar shares representing 13.07 pct of the issued capital. It holds 388,600 shares in Ogelbay representing 11.68 pct of the Delaware-based company.     No other details were available.  \n',acq
'Info-Data Inc said it will acquire USA Outdoor Advertising Inc of Jacksonville, Fla., in exchange for stock.     USA Outdoor Advertising was acquired for 62.4 pct of the outstanding shares of Info-Data Inc, the company said.     Info-Data said it plans to change its name to USA Outdoor Advertising Inc to reflect the change in the company\'s operations.  \n',acq
'The investor group that has agreed to buy Computerland Corp will likely take the leading personal computer retailer public or sell it to other investors, industry analysts said.     \"Now\'s a good time,\" said Joe Levy of International Data Corp. \"The personal computer industry has bottomed out and is on the way up again,\" he said.     Earlier today, closely held Computerland, the largest PC retailing chain in the country, said it agreed to be bought by an investor group led by E.M. Warburg Pincus and Co, New York.     Neither Computerland, which is 96 pct owned by its founder, William H. Millard, nor E.M. Warburg, a money management and venture capital firm, would disclose the value of the transaction.     Analysts estimated that Computerland, whose 800 stores generated 1.4 billion dlrs in sales last year, would fetch  150 mln dlrs to 250 mln dlrs. Computerland franchise owners pay royalties averaging 5.9 pct to the parent company.     Officials for E.M. Warburg referred all questions to Computerland. Computerland officials could not immediately be reached for comment.     E.M. Warburg currently manages 1.5 billion dlrs in venture capital funds, and its past investments have included Mattel Inc MAT and the Ingersoll newspaper chain. It is also a money manager, with 3.5 billion dlrs under management.    Although the PC retailers are benefitting from the strong upturn in PC sales, analysts said Computerland must make key changes if it is to fend off advances from rivals like Businessland Inc BUSL.O and Tandy Corp\'s TAN Radio Shack stores. \"The name of the game now is outbound sales forces, customer service and customer support,\" said Levy of International Data.      Relations between Computerland and its franchise owners have mellowed recently after Millard was forced to give up managment control of the company in 1985.     Ed Faber, who took over as chairman and chief executive officer, revamped the company\'s royalty plan, which help quell much of the franchisee dissent.      \n',acq
'State oil firm Agip Petroli Spa said it has acquired a 50 pct stake in Steuart Petroleum Co, an independent U.S. Oil products company. Financial terms were not disclosed.     Agip Petroli, a subsidiary of state energy concern Ente Nazionali Idrocarburi, said in a statement that the remaining 50 pct of the U.S. Firm is owned by Steuart Investment Co, a holding company that also operates in the sectors of transportation, hotels and insurance.     The Italian firm said Steuart Petroleum operates primarily on the East Coast.  \n',acq
'Carlo De Benedetti\'s food company Industrie Buitoni Perugina Spa said it has acquired the Italian food group Vismara.     Buitoni said in a statement that Vismara had 1986 sales of 181 billion lire and net profit of 11 billion lire, employs 950 people and has four subsidaries.     Buitoni did not disclose financial details about the acquisition. De Benedetti said last week that his group was negotiating a purchase of an unidentified Italian food firm.     Vismara primarily produces a variety of pork products. \"The acquisition represents a diversification in a market sector with annual consumption of 8,500 billion lire,\" Buitoni said.     Buitoni also said its consolidated revenue during the first quarter of this year was 429 billion lire, up 51 pct from the comparable 1986 period.     As reported, Buitoni\'s consolidated revenue rose last year to 1,623 billion lire from 1,177 billion in 1985. Net profit rose to 18.5 billion lire from 448 mln lire in 1985.  \n',acq
'Privately-held Joe Franklin Productions Inc said it entered into a preliminary agreement to merge with Assets Development Corp, a public company.     Terms were not disclosed.     The companies said they expected the merged group to qualify for listing on NASDAQ.  \n',acq
'The Justice Department said it asked the government to proceed cautiously on a plan allowing the nation\'s two largest intercity bus companies to merge their operations, a move one of the firms said may derail the deal.     Justice\'s opposition to quick federal approval of a bid by Greyhound Lines Inc to take immediate control Trailways Corp prompted Greyhound to threaten -- in a brief filed with the Interstate Commerce Commission (ICC) -- to drop the merger plan.     Greyhound officials tolds late today the company hoped for ICC action on the merger by tomorrow.     \"Greyhound Lines will go forward with the transaction only if it is permitted to assume immediate, unconditional control of Trailways\' operations and to integrate them with its operations,\" Greyhound said in a filing with the ICC, the federal regulatory agency which has the final say over mergers of interstate bus companies.     But Justice had said in an earlier filing with the ICC that it wanted the agency to move slowly on the plan and to turn down Greyhound\'s request to begin operating Trailways immediately.     \"The department has just begun to receive relevant information on Trailways\' financial condition and is in the process of assessing the correctness of the company\'s allegations,\" acting Assistant Attorney General Charles Rule said in comments submitted to the ICC.     Greyhound announced June 19 that it wanted the ICC to let it begin operating Trailways immediately while continuing to evaluate the merger for possible antitrust problems.     Greyhound said it would pay 80 mln dlrs for many of Trailways\' terminals, buses and garages.     The two companies said in papers filed with the ICC that Trailways \"could collapse in a matter of days.\"     They said Trailways owed suppliers more than six mln dlrs, with another six mln dlrs due June 30.     The suppliers, they said, could force Trailways into bankruptcy \"at any time.\"     Trailways also owes a consortium of banks 76 mln dlrs, and the consortium has threatened to call the loan if Trailways fails to pay the interest due June 30, they said.  \n',acq
'Kingsbridge Holdings Ltd, said it signed a letter of intent for a merger with Masco Sports Inc.     The transaction calls for 230 mln sahres of Kingsbridge common stock to be issued to shareholders of Masco.   \n',acq
'The Kuwait Investment Office (KIO) has increased its stake in Sime Darby Bhd to 63.72 mln shares, representing 6.88 pct of Sime Darby\'s paid-up capital, from 60.7 mln shares, Malayan Banking Bhd MBKM.SI said.     Since last November, KIO has been aggressively in the open market buying shares in Sime Darby, a major corporation with interests in insurance, property development, plantations and manufacturing.     The shares will be registered in the name of Malayan Banking subsidiary Mayban (Nominees) Sdn Bhd, with KIO as the beneficial owner.  \n',acq
'LASMO Exploration (Canada) Ltd, a subsidiary of London &amp; Scottish Marine Oil Plc LSML.L, is merging with Onyx Petroleum Exploration Co Ltd, LASMO said.     The merger is to be made by Onyx buying LASMO Exploration, in a share swap. A new company, LASMO Canada Inc, will be formed. LASMO will control 70 pct of the equity, worth some 76 mln Canadian dlrs based on the current Onyx share price.     The new company will have proven reserves of 9.5 mln barrels of oil and 20.9 billion cubic feet of gas, LASMO said.  \n',acq
'U.K. Chancellor of the Exchequer Nigel Lawson said the Government was going ahead with this month\'s flotation of British Petroleum Co Plc BP.L shares despite the collapse on international stock markets.     \"We are going ahead because the whole issue has been underwritten - we had it underwritten because there is always a risk of this sort of thing happening,\" Lawson said in a BBC radio interview.     Lawson\'s remarks came as renewed selling on the London stock market took BP shares down a further 33p to 283, well below the 330p price set for the around seven billion stg issue.     Lawson said the U.K. Economy is fundamentally sound and added that stock markets had reflected that recently.     \"I profoundly believe in the market system as the best way for securing economic prosperity (but) that does not mean to say the markets are infallible.\"     \"My advice to small investors...Is to remain calm. There is absolutely no reason not to do so,\" Lawson said.  \n',acq
'Lex Service Plc LEXL.L said it had acquired Sears Motor Group Ltd, the retail motor distribution arm of Sears Plc  SEHL.L, and an 11.9 mln stg loan note payable by Sears Motor for 33.4 mln stg.     The purchase will be through 1.4 mln stg in cash and the issue to Sears Plc of 8.0 mln new Lex ordinary shares.     The company said in a statement that immediately following the acquisition of the motor group, its car and commercial vehicle contract hire fleet of some 3,000 vehicles was sold to Lex Vehicle Leasing Ltd for 14.3 mln stg in cash, a sum equal to the net book value of the vehicles transferred.     Lex Vehicle is owned equally by Lex Services and Lombard North Central Plc.     Lex said the shares involved in the transaction were today being placed for Sears Plc with institutions at 400p. These shares will not qualify for the final Lex dividend on 10 April.     Lex said in a statement that its acquisition of Sears Motor Group represents a major development for its automotive activities. The enlarged retailing operations of the Lex Automotive group now have a turnover of 530 mln stg. Lex\'s existing automotive interests include Volvo Concessionaires, the sole importer of Volvo cars and parts into the U.K.     Lex said the turnover for Sears Motor Group in the year to 31 December 1986 was 242 mln stg and that at the date of the acquisition the group had about 50 mln stg in external borrowings.     Lex shares fell on the announcement to trade around 409p from a 419p close yesterday.  \n',acq
'Liberty Financial Group Inc, the parent of Liberty Savings Bank said it has signed a definitive agreement to be acquired by Equimark Corp EQK, the parent of Equibank, for 48 dlrs a share of Liberty.     The transaction is structured as a merger of Liberty with a duly-formed unit of Equimark, the company said.     Liberty shareholders will receive about 48 dlrs per share uopn the merger, the company said.     According to the companies, the acquisition is contingent upon the approval of Liberty\'s shareholders and the appropriate regulatory authorities.         Liberty said the acquisition of its unit, Liberty Savings Bank, by Equimark Corp, will result in the bank operating as a separate wholly owned unit of Equimark.     Charles Cheleden, chairman and president of Liberty Financial and Liberty Savings, will continue as president and chief executive officer of Liberty Savings, headquartered in Horsham, Pa., the company said.     Liberty said it feels that the price of 48 dlrs in cash per share is attractive and that it has advised by Shearson Lehman Brothers that the price is fair.  \n',acq
'Madeira Inc said it signed a letter of intent to be acquired by Tradevest Inc through a stock-for-stock exchange.     After completion of the transaction, Tradevest would own 90 pct of the issued outstanding stock of Madeira.  \n',acq
'Magellan Corp said its shareholders approved the merger of Magellan with Balzec Investments Inc,  a privately held company based in Dallas.     Magellan, a company without operations that was formed to acquire an operating entity, said it plans to engage in the development and marketing of a battery charger product owned by Balzac.     Magellan did not disclose the terms of the agreement.     Following the merger, Balzac shareholders will hold 80 pct of the outstanding stock of Magellan, the company said.         Magellan said it will be the surviving corporation following the merger.     The companies said they expect the merger will occur after the declaration of effectiveness of an amendment to Magellan\'s registration statement relating to its common stock purchase warrants and the underlying shares.  \n',acq
'British press magnate Robert Maxwell said his British Printing and Communication Corp Plc would not renew its bid for Harcourt Brace Jovanovich Inc HBJ if the lawsuit filed against Harcourt in New York today fails.     Speaking at a press conference, Maxwell denied market rumors that British Printing had approached British institutions to arrange a rights issue with a view to relaunching its bid for the U.S. publishing concern.     \"I don\'t believe in chasing mirages,\" maxwell said.     British Printing filed suit in U.S. District Court in Manhattan to block what Maxwell called a fraudulent recapitalization announced by Harcourt last week.     Harcourt, in response to a hostile two billion dlr takeover proposal from Maxwell, planned a recapitalization that would pay shareholders 40 dlrs per share. Under the plan, it also said 40 pct of its shares will be controlled by its employees, management, and its financial adviser, First Boston Corp FBC.  \n',acq
'MegaVest Industries Inc said it has agreed in principle to acquire unlisted Computer Trade Development Corp in exchange for 119 mln shares of its common stock.     The company said it has about 21.5 mln shares outstanding.     It said Computer Trade had revenues of about 6.1 mln dlrs last year.  \n',acq
'MEPC Plc MEPC.L said that its offer for Oldham Estates Ltd would remain open until further notice.     On February 26 MEPC made an agreed bid for Oldham based on a formula reflecting its asset value at 30 September 1986. A year earlier Oldham\'s net asset value was put at 531.4 mln stg.     As of 1 April the valuation used under the formula had still to be agreed so Oldham had yet to give a firm recommendation to its shareholders regarding the value of the the offer.  \n',acq
'Minnesota Governor Rudy Perpich is considering calling a special legislative session to consider amendments to the state\'s anti-takeover statute, according to the governor\'s office.     A spokesman for the governor said nothing will be decided today, but said the governor will evaluate later whether to call a special session in the next few days.    The governor\'s office said the possible action was triggered by a proposal by Dayton-Hudson Corp DH, which has been the subject of takeover rumors. A spokesman for the governor said the company proposed several amendments to Perpich designed to make any takeover attempt in the state more difficult.             Dayton-Hudson suggested amendments be passed and instituted by next Friday, the spokesperson said.     Press reports in Minneapolis newspapers this morning quoted several legislators as saying they were inclined to support legislation that would help Dayton-Hudson, according to a governor\'s spokesperson.    Senate Majority Leader Roger Moe was quoted as saying he would be inclined to support any action that would help the company, the spokesperson said.    Robert Vanasek, the House speaker designate, was quoted in the Minneapolis Star and Tribune as saying, \"We are taking their (Dayton-Hudson) concerns very seriously and we are going to do what we can to help.\"  \n',acq
'Mitsui and Co Ltd MITS.T paid 1.5 mln dlrs in early May for a five pct stake in Zoran Corp, a California-based maker of large scale integrated circuits (LSI) with computer graphic, communications and medical applications, a Mitsui spokesman tolds.     He said the two firms will form a marketing company in Japan as early as next year, although details of the joint venture are not yet fixed. Mitsui expects last year\'s 10 billion yen Japanese LSI market to grow quickly.     Zoran was founded in 1981 and now has about 100 employees, he said.  \n',acq
'Diversified building materials group Monier Ltd MNRA.S said talks are taking place which may lead to Britain\'s Redland Plc RDLD.L making an offer for the Monier shares it does not already hold, chairman Bill Locke said.     Redland already holds about 49 pct of Monier\'s 156.28 mln issued shares, he said in a brief notice to the Australian Stock Exchange.     Locke said shareholders would be advised as soon as the discussions progressed and recommended that they keep their shares.     Monier shares were trading at a 1987 high of 3.10 dlrs today, up from the previous peak of 2.80 at yesterday\'s close, and well above the 1987 low of 2.18 dlrs.     Monier is the largest concrete roof tile manufacturer in Australia, the U.S. And New Zealand and the world\'s largest marketer of fly ash, according to its annual report for 1985/86 ended June 30.     It recently reported first-half 1986/87 net fell to 15.02 mln dlrs from 17.09 mln a year earlier due to the Australian housing downturn, although foreign earnings rose.  \n',acq
'Virginia Federal Savings and Loan Association said it has signed a definitive agreement to be acquired by Montrose Holding Co, an affiliate of Montrose Capital Corp for 20 mln dlrs.     Virginia Federal and Montrose Capital said the agreement provides for the conversion of Virginia Federal from a mutual to a stock association and the purchase of 100 pct of its stock for 20 mln dlrs by Montrose.     According to the companies, Virginia Federal has over 700 mln dlrs in assets and operates 16 branches in Virginia.     Virginia Federal said the proceeds would enable it to provide increased mortgage and lending services and enable the company to compete more effectively in the Virginia market.     The companies said the agreement is subject to Federal Home Loan Bank Board approval, expected later this year.     Additionally, the companies said the converted association would be managed by a board of directors consisting of the six current Virginia Federal directors and two representatives of Montrose Holding.     The senior management of Virginia Federal was expected to continue in office after the conversion, the companies said.  \n',acq
'Chase Corp Ltd CHCA.WE said it will make an offer for all fully-paid shares and options of Entregrowth International Ltd it does not already own.     Chase, a property investment firm, said it holds 48 pct of Entregrowth, its vehicle for expansion in North America.     It said agreements are being concluded to give it a beneficial 72.4 pct interest.     The offer for the remaining shares is one Chase share for every three Entregrowth shares and one Chase option for every four Entregrowth options. Chase shares closed on Friday at 4.41 dlrs and the options at 2.38.     Entregrowth closed at 1.35 dlrs and options at 55 cents.     Chase said the offer for the remaining 27.6 pct of Entregrowth, worth 34.2 mln dlrs, involved the issue of 5.80 mln Chase shares and 3.10 mln Chase options.     Chase chairman Colin Reynolds said the takeover would allow Entregrowth to concentrate on North American operations with access to Chase\'s international funding base and a stronger executive team. He said there also would be benefits from integrating New Zealand investment activities.     Chase said the offer is conditional it receiving accptances for at least 90 pct of the shares and options.  \n',acq
'National Beverage Corp said it agreed to acquire privately held Faygo Beverages Inc for an undisclosed amount of cash.     The company said Detroit-based Faygo, a soft drink maker, has annual revenues of more than 100 mln dlrs.     National Beverage, which is also privately held, owns and bottles Shasta Beverages, Spree All Natural Beverages and private label brands in its 11 bottling facilities in the United States.  \n',acq
'National Beverage Corp said it agreed to acquire Faygo Beverages Inc for an undisclosed amount of cash.     Faygo has revenues in excess of of 100 mln dlrs, National Beverage said.       \n',acq
'New Generation Products Inc said it has acquired a 20 pct ownership in Personal Protection Technolgies Inc.     New Generation said Personal Protection is developing a group of personal care products, which are effective in killing a variety of viruses and bacteria on contact, for U.S. and export markets.  \n',acq
